종목명,콜 풋,만기일,strike,EUREX 정산가
코스피200 P 202212 500.0,P,202212,500.0,87.9
코스피200 P 202306 360.0,P,202306,360.0,17.55
코스피200 P 202306 370.0,P,202306,370.0,20.15
코스피200 P 202306 380.0,P,202306,380.0,23.55
코스피200 P 202306 390.0,P,202306,390.0,27.1
코스피200 P 202306 400.0,P,202306,400.0,30.95
코스피200 P 202306 410.0,P,202306,410.0,35.55
코스피200 P 202306 420.0,P,202306,420.0,40.15
코스피200 P 202306 430.0,P,202306,430.0,45.65
코스피200 P 202306 440.0,P,202306,440.0,51.7
코스피200 P 202306 450.0,P,202306,450.0,57.8
코스피200 P 202306 460.0,P,202306,460.0,64.5
코스피200 P 202306 470.0,P,202306,470.0,71.55
코스피200 P 202306 480.0,P,202306,480.0,78.6
코스피200 P 202306 490.0,P,202306,490.0,86.3
코스피200 P 202306 500.0,P,202306,500.0,94.25
코스피200 P 202312 310.0,P,202312,310.0,9.75
코스피200 P 202312 320.0,P,202312,320.0,11.85
코스피200 P 202312 330.0,P,202312,330.0,13.8
코스피200 P 202312 340.0,P,202312,340.0,16.55
코스피200 P 202312 350.0,P,202312,350.0,19.3
코스피200 P 202312 360.0,P,202312,360.0,22.05
코스피200 P 202312 370.0,P,202312,370.0,25.7
코스피200 P 202312 380.0,P,202312,380.0,29.4
코스피200 P 202312 390.0,P,202312,390.0,33.1
코스피200 P 202312 400.0,P,202312,400.0,37.5
코스피200 P 202312 410.0,P,202312,410.0,42.3
코스피200 P 202312 420.0,P,202312,420.0,47.05
코스피200 P 202312 430.0,P,202312,430.0,52.25
코스피200 P 202312 440.0,P,202312,440.0,58.05
코스피200 P 202312 450.0,P,202312,450.0,63.85
코스피200 P 202312 460.0,P,202312,460.0,69.75
코스피200 P 202312 470.0,P,202312,470.0,76.6
코스피200 P 202312 480.0,P,202312,480.0,83.4
코스피200 P 202312 490.0,P,202312,490.0,90.2
코스피200 P 202312 500.0,P,202312,500.0,98.35
